"Age","BusinessTravel","DailyRate","DistanceFromHome","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
45,"Travel_Frequently",306,26,1,"Female",100,3,2,1,"Married",4286,5630,2,"No",14,3,4,2,5,4,3,1,1,0,0,"Yes"
30,"Travel_Frequently",448,12,2,"Male",74,2,1,1,"Married",2033,14470,1,"No",18,3,3,1,1,2,4,1,0,0,0,"Yes"
40,"Non-Travel",1479,24,2,"Female",100,4,4,2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0,"Yes"
26,"Travel_Frequently",426,17,2,"Female",58,3,1,3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0,"Yes"
21,"Travel_Frequently",251,10,1,"Female",45,2,1,3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2,"Yes"
38,"Travel_Rarely",903,2,3,"Male",81,3,2,2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4,"Yes"
23,"Travel_Rarely",1320,8,4,"Male",93,2,1,3,"Single",3989,20586,1,"Yes",11,3,1,0,5,2,3,5,4,1,2,"Yes"
45,"Travel_Rarely",1449,2,1,"Female",94,1,5,2,"Single",18824,2493,2,"Yes",16,3,1,0,26,2,3,24,10,1,11,"Yes"
23,"Travel_Rarely",427,7,3,"Male",99,3,1,4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,3,3,2,0,2,"Yes"
31,"Travel_Frequently",1060,1,4,"Female",54,3,1,2,"Single",2302,8319,1,"Yes",11,3,1,0,3,2,4,3,2,2,2,"Yes"
33,"Travel_Rarely",1277,15,2,"Male",56,3,3,3,"Married",13610,24619,7,"Yes",12,3,4,0,15,2,4,7,6,7,7,"Yes"
35,"Travel_Rarely",763,15,1,"Male",59,1,2,4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2,"Yes"
26,"Travel_Frequently",426,17,2,"Female",58,3,1,3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0,"Yes"
20,"Travel_Rarely",129,4,1,"Male",84,3,1,1,"Single",2973,13008,1,"No",19,3,2,0,1,2,3,1,0,0,0,"Yes"
31,"Travel_Rarely",1365,13,2,"Male",46,3,2,1,"Divorced",4233,11512,2,"No",17,3,3,0,9,2,1,3,1,1,2,"Yes"
37,"Travel_Rarely",1373,2,4,"Male",92,2,1,3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0,"Yes"
46,"Travel_Rarely",261,21,4,"Female",66,3,2,2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7,"Yes"
29,"Travel_Rarely",224,1,1,"Male",100,2,1,1,"Single",2362,7568,6,"No",13,3,3,0,11,2,1,9,7,0,7,"Yes"
37,"Travel_Rarely",1373,2,4,"Male",92,2,1,3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0,"Yes"
20,"Travel_Frequently",871,6,4,"Female",66,2,1,4,"Single",2926,19783,1,"Yes",18,3,2,0,1,5,3,1,0,1,0,"Yes"
28,"Travel_Rarely",329,24,3,"Male",51,3,1,2,"Married",2408,7324,1,"Yes",17,3,3,3,1,3,3,1,1,0,0,"Yes"
44,"Travel_Rarely",621,15,1,"Female",73,3,3,4,"Married",7978,14075,1,"No",11,3,4,1,10,2,3,10,7,0,5,"Yes"
22,"Travel_Rarely",617,3,2,"Female",34,3,2,3,"Married",4171,10022,0,"Yes",19,3,1,1,4,3,4,3,2,0,2,"Yes"
28,"Travel_Frequently",1496,1,1,"Male",92,3,1,3,"Married",2909,15747,3,"No",15,3,4,1,5,3,4,3,2,1,2,"Yes"
30,"Travel_Rarely",138,22,1,"Female",48,3,1,3,"Married",2132,11539,4,"Yes",11,3,2,0,7,2,3,5,2,0,1,"Yes"
31,"Non-Travel",335,9,3,"Male",46,2,1,1,"Single",2321,10322,0,"Yes",22,4,1,0,4,0,3,3,2,1,2,"Yes"
23,"Travel_Rarely",1320,8,4,"Male",93,2,1,3,"Single",3989,20586,1,"Yes",11,3,1,0,5,2,3,5,4,1,2,"Yes"
33,"Travel_Rarely",1017,25,1,"Male",55,2,1,2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2,"Yes"
23,"Travel_Frequently",638,9,4,"Male",33,3,1,1,"Married",1790,26956,1,"No",19,3,1,1,1,3,2,1,0,1,0,"Yes"
22,"Travel_Rarely",1294,8,3,"Female",79,3,1,1,"Married",2398,15999,1,"Yes",17,3,3,0,1,6,3,1,0,0,0,"Yes"
37,"Travel_Rarely",625,1,1,"Male",46,2,3,3,"Married",10609,14922,5,"No",11,3,3,0,17,2,1,14,1,11,7,"Yes"
38,"Travel_Rarely",903,2,3,"Male",81,3,2,2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4,"Yes"
31,"Travel_Frequently",1060,1,4,"Female",54,3,1,2,"Single",2302,8319,1,"Yes",11,3,1,0,3,2,4,3,2,2,2,"Yes"
26,"Travel_Rarely",920,20,4,"Female",69,3,1,2,"Married",2148,6889,0,"Yes",11,3,3,0,6,3,3,5,1,1,4,"Yes"
28,"Non-Travel",1366,24,2,"Male",72,2,3,1,"Single",8722,12355,1,"No",12,3,1,0,10,2,2,10,7,1,9,"Yes"
31,"Travel_Rarely",542,20,2,"Female",71,1,2,3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2,"Yes"
30,"Travel_Rarely",740,1,2,"Male",64,2,2,1,"Married",9714,5323,1,"No",11,3,4,1,10,4,3,10,8,6,7,"Yes"
31,"Travel_Frequently",307,29,3,"Male",71,2,1,2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4,"Yes"
19,"Non-Travel",504,10,1,"Female",96,2,1,2,"Single",1859,6148,1,"Yes",25,4,2,0,1,2,4,1,1,0,0,"Yes"
21,"Travel_Frequently",251,10,1,"Female",45,2,1,3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2,"Yes"
33,"Travel_Rarely",813,14,3,"Male",58,3,1,4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4,"Yes"
20,"Travel_Rarely",1097,11,4,"Female",98,2,1,1,"Single",2600,18275,1,"Yes",15,3,1,0,1,2,3,1,0,0,0,"Yes"
47,"Travel_Frequently",719,27,2,"Female",77,4,2,3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3,"Yes"
33,"Travel_Rarely",1277,15,2,"Male",56,3,3,3,"Married",13610,24619,7,"Yes",12,3,4,0,15,2,4,7,6,7,7,"Yes"
26,"Travel_Rarely",1146,8,4,"Male",38,2,2,1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2,"Yes"
35,"Travel_Frequently",880,12,4,"Male",36,3,2,4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7,"Yes"
26,"Travel_Rarely",950,4,4,"Male",48,2,2,4,"Single",5828,8450,1,"Yes",12,3,2,0,8,0,3,8,7,7,4,"Yes"
36,"Travel_Rarely",530,3,3,"Male",51,2,3,4,"Married",10325,5518,1,"Yes",11,3,1,1,16,6,3,16,7,3,7,"Yes"
39,"Non-Travel",592,2,1,"Female",54,2,1,1,"Single",3646,17181,2,"Yes",23,4,2,0,11,2,4,1,0,0,0,"Yes"
23,"Travel_Rarely",427,7,3,"Male",99,3,1,4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,3,3,2,0,2,"Yes"
30,"Travel_Rarely",945,9,2,"Male",89,3,1,4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0,"Yes"
47,"Non-Travel",666,29,1,"Male",88,3,3,2,"Married",11849,10268,1,"Yes",12,3,4,1,10,2,2,10,7,9,9,"Yes"
34,"Non-Travel",1362,19,1,"Male",67,4,2,4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4,"Yes"
31,"Travel_Frequently",874,15,3,"Male",72,3,1,3,"Married",2610,6233,1,"No",12,3,3,1,2,5,2,2,2,2,2,"Yes"
20,"Travel_Rarely",129,4,1,"Male",84,3,1,1,"Single",2973,13008,1,"No",19,3,2,0,1,2,3,1,0,0,0,"Yes"
21,"Travel_Rarely",156,12,3,"Female",90,4,1,2,"Single",2716,25422,1,"No",15,3,4,0,1,0,3,1,0,0,0,"Yes"
25,"Travel_Rarely",688,3,1,"Male",91,3,1,1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2,"Yes"
19,"Travel_Rarely",528,22,4,"Male",50,3,1,3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0,"Yes"
26,"Non-Travel",265,29,2,"Male",79,1,2,1,"Single",4969,21813,8,"No",18,3,4,0,7,6,3,2,2,2,2,"Yes"
38,"Travel_Rarely",903,2,3,"Male",81,3,2,2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4,"Yes"
36,"Travel_Rarely",318,9,4,"Male",79,2,1,3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0,"Yes"
31,"Travel_Rarely",202,8,1,"Female",34,2,1,2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0,"Yes"
39,"Non-Travel",592,2,1,"Female",54,2,1,1,"Single",3646,17181,2,"Yes",23,4,2,0,11,2,4,1,0,0,0,"Yes"
31,"Travel_Rarely",249,6,2,"Male",76,1,2,3,"Married",6172,20739,4,"Yes",18,3,2,0,12,3,2,7,7,7,7,"Yes"
30,"Travel_Rarely",945,9,2,"Male",89,3,1,4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0,"Yes"
24,"Travel_Rarely",984,17,4,"Female",97,3,1,2,"Married",2210,3372,1,"No",13,3,1,1,1,3,1,1,0,0,0,"Yes"
37,"Travel_Rarely",370,10,4,"Male",58,3,2,1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8,"Yes"
28,"Travel_Rarely",890,2,3,"Male",46,3,1,3,"Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1,"Yes"
28,"Travel_Frequently",1496,1,1,"Male",92,3,1,3,"Married",2909,15747,3,"No",15,3,4,1,5,3,4,3,2,1,2,"Yes"
41,"Travel_Rarely",1356,20,2,"Female",70,3,1,2,"Single",3140,21728,1,"Yes",22,4,4,0,4,5,2,4,3,0,2,"Yes"
32,"Travel_Rarely",515,1,4,"Male",62,2,1,3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2,"Yes"
50,"Travel_Frequently",959,1,4,"Male",81,3,2,3,"Single",4728,17251,3,"Yes",14,3,4,0,5,4,3,0,0,0,0,"Yes"
31,"Travel_Frequently",874,15,3,"Male",72,3,1,3,"Married",2610,6233,1,"No",12,3,3,1,2,5,2,2,2,2,2,"Yes"
35,"Travel_Frequently",662,18,4,"Female",67,3,2,3,"Married",4614,23288,0,"Yes",18,3,3,1,5,0,2,4,2,3,2,"Yes"
18,"Travel_Rarely",230,3,3,"Male",54,3,1,3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0,"Yes"
36,"Travel_Rarely",660,15,1,"Male",81,3,2,3,"Divorced",4834,7858,7,"No",14,3,2,1,9,3,2,1,0,0,0,"Yes"
35,"Travel_Rarely",763,15,1,"Male",59,1,2,4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2,"Yes"
29,"Travel_Rarely",350,13,1,"Male",56,2,1,1,"Divorced",2335,3157,4,"Yes",15,3,4,3,4,3,3,2,2,2,0,"Yes"
56,"Travel_Rarely",1162,24,1,"Male",97,3,1,4,"Single",2587,10261,1,"No",16,3,4,0,5,3,3,4,2,1,0,"Yes"
35,"Travel_Rarely",763,15,1,"Male",59,1,2,4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2,"Yes"
35,"Travel_Rarely",1204,4,4,"Male",86,3,3,1,"Single",9582,10333,0,"Yes",22,4,1,0,9,2,3,8,7,4,7,"Yes"
20,"Travel_Frequently",871,6,4,"Female",66,2,1,4,"Single",2926,19783,1,"Yes",18,3,2,0,1,5,3,1,0,1,0,"Yes"
46,"Travel_Rarely",669,9,3,"Male",64,2,3,4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7,"Yes"
53,"Travel_Rarely",1168,24,1,"Male",66,3,3,1,"Single",10448,5843,6,"Yes",13,3,2,0,15,2,2,2,2,2,2,"Yes"
28,"Travel_Frequently",1009,1,1,"Male",45,2,1,2,"Divorced",2596,7160,1,"No",15,3,1,2,1,2,3,1,0,0,0,"Yes"
40,"Travel_Rarely",1329,7,1,"Male",73,3,1,1,"Single",2166,3339,3,"Yes",14,3,2,0,10,3,1,4,2,0,3,"Yes"
42,"Travel_Frequently",481,12,3,"Male",44,3,4,1,"Single",13758,2447,0,"Yes",12,3,2,0,22,2,2,21,9,13,14,"Yes"
31,"Travel_Frequently",1445,1,3,"Female",100,4,3,2,"Single",7446,8931,1,"No",11,3,1,0,10,2,3,10,8,4,7,"Yes"
28,"Travel_Rarely",329,24,3,"Male",51,3,1,2,"Married",2408,7324,1,"Yes",17,3,3,3,1,3,3,1,1,0,0,"Yes"
37,"Travel_Rarely",370,10,4,"Male",58,3,2,1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8,"Yes"
19,"Travel_Rarely",489,2,1,"Male",52,2,1,4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0,"Yes"
56,"Travel_Rarely",441,14,2,"Female",72,3,1,2,"Married",4963,4510,9,"Yes",18,3,1,3,7,2,3,5,4,4,3,"Yes"
39,"Travel_Rarely",895,5,4,"Male",56,3,2,4,"Married",2086,3335,3,"No",14,3,3,1,19,6,4,1,0,0,0,"Yes"
20,"Travel_Frequently",769,9,4,"Female",54,3,1,4,"Single",2323,17205,1,"Yes",14,3,2,0,2,3,3,2,2,0,2,"Yes"
46,"Travel_Rarely",261,21,4,"Female",66,3,2,2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7,"Yes"
26,"Travel_Rarely",1357,25,1,"Male",48,1,1,3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1,"Yes"
41,"Travel_Rarely",1085,2,2,"Female",57,1,1,4,"Divorced",2778,17725,4,"Yes",13,3,3,1,10,1,2,7,7,1,0,"Yes"
31,"Travel_Frequently",561,3,4,"Female",33,3,1,3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7,"Yes"
34,"Non-Travel",1362,19,1,"Male",67,4,2,4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4,"Yes"
26,"Travel_Rarely",1330,21,1,"Male",37,3,1,3,"Divorced",2377,19373,1,"No",20,4,3,1,1,0,2,1,1,0,0,"Yes"
51,"Travel_Rarely",1323,4,1,"Male",34,3,1,3,"Married",2461,10332,9,"Yes",12,3,3,3,18,2,4,10,0,2,7,"Yes"
26,"Travel_Rarely",471,24,3,"Male",66,1,1,4,"Single",2340,23213,1,"Yes",18,3,2,0,1,3,1,1,0,0,0,"Yes"
45,"Travel_Frequently",306,26,1,"Female",100,3,2,1,"Married",4286,5630,2,"No",14,3,4,2,5,4,3,1,1,0,0,"Yes"
42,"Travel_Frequently",481,12,3,"Male",44,3,4,1,"Single",13758,2447,0,"Yes",12,3,2,0,22,2,2,21,9,13,14,"Yes"
31,"Travel_Frequently",754,26,1,"Male",63,3,2,4,"Married",5617,21075,1,"Yes",11,3,3,0,10,4,3,10,7,0,8,"Yes"
22,"Travel_Rarely",1294,8,3,"Female",79,3,1,1,"Married",2398,15999,1,"Yes",17,3,3,0,1,6,3,1,0,0,0,"Yes"
26,"Travel_Rarely",950,4,4,"Male",48,2,2,4,"Single",5828,8450,1,"Yes",12,3,2,0,8,0,3,8,7,7,4,"Yes"
52,"Travel_Rarely",1030,5,2,"Male",64,3,3,2,"Single",8446,21534,9,"Yes",19,3,3,0,10,2,2,8,7,7,7,"Yes"
46,"Travel_Rarely",261,21,4,"Female",66,3,2,2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7,"Yes"
24,"Travel_Rarely",984,17,4,"Female",97,3,1,2,"Married",2210,3372,1,"No",13,3,1,1,1,3,1,1,0,0,0,"Yes"
25,"Travel_Rarely",383,9,1,"Male",68,2,1,1,"Married",4400,15182,3,"No",12,3,1,0,6,2,3,3,2,2,2,"Yes"
33,"Travel_Rarely",211,16,1,"Female",74,3,3,1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0,"Yes"
28,"Travel_Rarely",1485,12,3,"Female",79,3,1,4,"Married",2515,22955,1,"Yes",11,3,4,0,1,4,2,1,1,0,0,"Yes"
56,"Travel_Rarely",310,7,4,"Male",72,3,1,3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8,"Yes"
33,"Travel_Rarely",211,16,1,"Female",74,3,3,1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0,"Yes"
29,"Travel_Rarely",224,1,1,"Male",100,2,1,1,"Single",2362,7568,6,"No",13,3,3,0,11,2,1,9,7,0,7,"Yes"
21,"Travel_Rarely",1334,10,3,"Female",36,2,1,1,"Single",1416,17258,1,"No",13,3,1,0,1,6,2,1,0,1,0,"Yes"
47,"Non-Travel",666,29,1,"Male",88,3,3,2,"Married",11849,10268,1,"Yes",12,3,4,1,10,2,2,10,7,9,9,"Yes"
35,"Travel_Rarely",303,27,3,"Male",84,3,2,4,"Single",5813,13492,1,"Yes",18,3,4,0,10,2,3,10,7,7,7,"Yes"
40,"Travel_Rarely",676,9,4,"Male",86,3,1,1,"Single",2018,21831,3,"No",14,3,2,0,15,3,1,5,4,1,0,"Yes"
37,"Travel_Rarely",807,6,3,"Male",63,3,1,1,"Divorced",2073,23648,4,"Yes",22,4,4,0,7,3,3,3,2,0,2,"Yes"
26,"Travel_Rarely",920,20,4,"Female",69,3,1,2,"Married",2148,6889,0,"Yes",11,3,3,0,6,3,3,5,1,1,4,"Yes"
23,"Travel_Rarely",427,7,3,"Male",99,3,1,4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,3,3,2,0,2,"Yes"
31,"Travel_Frequently",1060,1,4,"Female",54,3,1,2,"Single",2302,8319,1,"Yes",11,3,1,0,3,2,4,3,2,2,2,"Yes"
39,"Travel_Rarely",895,5,4,"Male",56,3,2,4,"Married",2086,3335,3,"No",14,3,3,1,19,6,4,1,0,0,0,"Yes"
26,"Travel_Rarely",950,4,4,"Male",48,2,2,4,"Single",5828,8450,1,"Yes",12,3,2,0,8,0,3,8,7,7,4,"Yes"
32,"Travel_Rarely",1045,4,4,"Male",32,1,3,4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8,"Yes"
30,"Travel_Frequently",334,26,3,"Female",52,2,2,1,"Single",6696,22967,5,"No",15,3,3,0,9,5,2,6,3,0,1,"Yes"
46,"Travel_Rarely",1254,10,3,"Female",64,3,3,2,"Married",7314,14011,5,"No",21,4,3,3,14,2,3,8,7,0,7,"Yes"
30,"Travel_Frequently",109,5,2,"Female",60,3,1,2,"Single",2422,25725,0,"No",17,3,1,0,4,3,3,3,2,1,2,"Yes"
45,"Travel_Rarely",1449,2,1,"Female",94,1,5,2,"Single",18824,2493,2,"Yes",16,3,1,0,26,2,3,24,10,1,11,"Yes"
34,"Travel_Frequently",658,7,1,"Male",66,1,2,3,"Single",6074,22887,1,"Yes",24,4,4,0,9,3,3,9,7,0,6,"Yes"
28,"Travel_Rarely",890,2,3,"Male",46,3,1,3,"Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1,"Yes"
31,"Travel_Frequently",703,2,3,"Female",90,2,1,4,"Single",2785,11882,7,"No",14,3,3,0,3,3,4,1,0,0,0,"Yes"
18,"Non-Travel",247,8,3,"Male",80,3,1,3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0,"Yes"
32,"Travel_Rarely",1259,2,4,"Male",95,3,1,2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0,"Yes"
32,"Non-Travel",1474,11,4,"Male",60,4,2,3,"Married",4707,23914,8,"No",12,3,4,0,6,2,3,4,2,1,2,"Yes"
31,"Travel_Rarely",330,22,4,"Male",98,3,2,3,"Married",6179,21057,1,"Yes",15,3,4,2,10,3,2,10,2,6,7,"Yes"
31,"Travel_Frequently",667,1,2,"Female",50,1,1,3,"Single",1359,16154,1,"No",12,3,2,0,1,3,3,1,0,0,0,"Yes"
29,"Travel_Rarely",121,27,2,"Female",35,3,3,4,"Married",7639,24525,1,"No",22,4,4,3,10,3,2,10,4,1,9,"Yes"
31,"Travel_Rarely",1365,13,2,"Male",46,3,2,1,"Divorced",4233,11512,2,"No",17,3,3,0,9,2,1,3,1,1,2,"Yes"
33,"Travel_Rarely",118,16,1,"Female",69,3,2,1,"Single",5324,26507,5,"No",15,3,3,0,6,3,3,3,2,0,2,"Yes"
34,"Travel_Rarely",1107,9,1,"Female",52,3,1,3,"Married",2742,3072,1,"No",15,3,4,0,2,0,3,2,2,2,2,"Yes"
31,"Travel_Frequently",754,26,1,"Male",63,3,2,4,"Married",5617,21075,1,"Yes",11,3,3,0,10,4,3,10,7,0,8,"Yes"
44,"Travel_Frequently",429,1,3,"Male",99,3,1,2,"Divorced",2342,11092,1,"Yes",12,3,3,3,6,2,2,5,3,2,3,"Yes"
28,"Travel_Rarely",103,24,3,"Male",50,2,1,3,"Single",2028,12947,5,"Yes",14,3,2,0,6,4,3,4,2,0,3,"Yes"
40,"Travel_Rarely",299,25,4,"Male",57,2,3,2,"Single",9094,17235,2,"Yes",12,3,3,0,9,2,3,5,4,1,0,"Yes"
20,"Travel_Rarely",1362,10,4,"Male",32,3,1,3,"Single",1009,26999,1,"Yes",11,3,4,0,1,5,3,1,0,1,1,"Yes"
26,"Travel_Frequently",342,2,1,"Male",57,3,1,1,"Married",2042,15346,6,"Yes",14,3,2,1,6,2,3,3,2,1,2,"Yes"
32,"Travel_Rarely",374,25,1,"Male",87,3,1,4,"Single",2795,18016,1,"Yes",24,4,3,0,1,2,1,1,0,0,1,"Yes"
37,"Travel_Rarely",370,10,4,"Male",58,3,2,1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8,"Yes"
30,"Travel_Frequently",600,8,3,"Female",66,2,1,4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2,"Yes"
32,"Travel_Rarely",964,1,1,"Male",34,1,2,2,"Single",6735,12147,6,"No",15,3,2,0,10,2,3,0,0,0,0,"Yes"
33,"Travel_Rarely",587,10,1,"Male",38,1,1,4,"Divorced",3408,6705,7,"No",13,3,1,3,8,2,3,4,3,1,3,"Yes"
38,"Travel_Rarely",903,2,3,"Male",81,3,2,2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4,"Yes"
29,"Travel_Rarely",341,1,2,"Female",48,2,1,3,"Divorced",2800,23522,6,"Yes",19,3,3,3,5,3,3,3,2,0,2,"Yes"
58,"Travel_Rarely",286,2,4,"Male",31,3,5,2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8,"Yes"
33,"Travel_Frequently",1076,3,1,"Male",70,3,1,1,"Single",3348,3164,1,"Yes",11,3,1,0,10,3,3,10,8,9,7,"Yes"
41,"Travel_Rarely",1360,12,2,"Female",49,3,5,3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8,"Yes"
29,"Travel_Rarely",806,7,2,"Female",39,3,1,3,"Divorced",3339,17285,3,"Yes",13,3,1,2,10,2,3,7,7,7,7,"Yes"
29,"Travel_Rarely",408,23,4,"Female",45,2,3,1,"Married",7336,11162,1,"No",13,3,1,1,11,3,1,11,8,3,10,"Yes"
58,"Travel_Rarely",147,23,4,"Female",94,3,3,4,"Married",10312,3465,1,"No",12,3,4,1,40,3,2,40,10,15,6,"Yes"
31,"Travel_Frequently",667,1,2,"Female",50,1,1,3,"Single",1359,16154,1,"No",12,3,2,0,1,3,3,1,0,0,0,"Yes"
56,"Travel_Rarely",310,7,4,"Male",72,3,1,3,"Married",2339,3666,8,"No",11,3,4,1,14,4,1,10,9,9,8,"Yes"
58,"Travel_Rarely",601,7,3,"Female",53,2,3,1,"Married",10008,12023,7,"Yes",14,3,4,0,31,0,2,10,9,5,9,"Yes"
47,"Travel_Frequently",719,27,2,"Female",77,4,2,3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3,"Yes"
44,"Travel_Frequently",429,1,3,"Male",99,3,1,2,"Divorced",2342,11092,1,"Yes",12,3,3,3,6,2,2,5,3,2,3,"Yes"
26,"Travel_Rarely",1146,8,4,"Male",38,2,2,1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2,"Yes"
35,"Travel_Rarely",104,2,1,"Female",69,3,1,1,"Divorced",2074,26619,1,"Yes",12,3,4,1,1,2,3,1,0,0,0,"Yes"
20,"Travel_Rarely",1362,10,4,"Male",32,3,1,3,"Single",1009,26999,1,"Yes",11,3,4,0,1,5,3,1,0,1,1,"Yes"
43,"Travel_Rarely",1372,9,1,"Female",85,1,2,3,"Single",5346,9489,8,"No",13,3,2,0,7,2,2,4,3,1,3,"Yes"
26,"Travel_Frequently",887,5,3,"Female",88,2,1,3,"Married",2366,20898,1,"Yes",14,3,1,1,8,2,3,8,7,1,7,"Yes"
37,"Travel_Rarely",1373,2,4,"Male",92,2,1,3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0,"Yes"
31,"Non-Travel",335,9,3,"Male",46,2,1,1,"Single",2321,10322,0,"Yes",22,4,1,0,4,0,3,3,2,1,2,"Yes"
55,"Travel_Rarely",436,2,3,"Male",37,3,2,4,"Single",5160,21519,4,"No",16,3,3,0,12,3,2,9,7,7,3,"Yes"
42,"Travel_Frequently",933,19,3,"Male",57,4,1,3,"Divorced",2759,20366,6,"Yes",12,3,4,0,7,2,3,2,2,2,2,"Yes"
33,"Travel_Rarely",350,5,4,"Female",34,3,1,3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0,"Yes"
58,"Travel_Rarely",601,7,3,"Female",53,2,3,1,"Married",10008,12023,7,"Yes",14,3,4,0,31,0,2,10,9,5,9,"Yes"
33,"Travel_Frequently",1076,3,1,"Male",70,3,1,1,"Single",3348,3164,1,"Yes",11,3,1,0,10,3,3,10,8,9,7,"Yes"
40,"Non-Travel",1479,24,2,"Female",100,4,4,2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0,"Yes"
34,"Travel_Frequently",658,7,1,"Male",66,1,2,3,"Single",6074,22887,1,"Yes",24,4,4,0,9,3,3,9,7,0,6,"Yes"
36,"Travel_Rarely",1218,9,3,"Male",82,2,1,1,"Single",3407,6986,7,"No",23,4,2,0,10,4,3,5,3,0,3,"Yes"
22,"Travel_Rarely",617,3,2,"Female",34,3,2,3,"Married",4171,10022,0,"Yes",19,3,1,1,4,3,4,3,2,0,2,"Yes"
33,"Travel_Rarely",813,14,3,"Male",58,3,1,4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4,"Yes"
